,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,vlf,lf,hf,lf/hf,p_total,vlf_perc,lf_perc,hf_perc,lf_nu,hf_nu,Classification
0,78.77461706783369,761.6666666666667,61.300477469687756,83.71856417292621,93.85792086611183,0.4594594594594595,0.10810810810810811,28.333333333333428,66.36509585293453,57.02489215080812,11889.239379158029,1.1637916942907194,0.2419633598340823,0.0,128.76859464878652,660.8352937827539,0.19485732051581148,789.6038884315403,0.0,16.307999053116482,83.69200094688352,16.307999053116482,83.69200094688352,N
1,363.6363636363637,164.99999999999997,114.64680060467839,102.28234453968655,155.5124656872464,0.8571428571428571,0.7142857142857143,66.66666666666666,106.441088003738,110.21263719204524,36854.504128436085,0.965779339970467,0.30367446097783174,0.0,0.0,0.0,,0.0,,,,,,N
2,64.42541224594144,931.3095238095239,169.71109738600984,133.62523520858488,219.97960278404366,0.9230769230769231,0.8076923076923077,135.0,155.33015568445575,183.6979742930466,89641.68624465144,0.8455735904668349,0.1918060457265613,0.0,1484.4388594267018,19592.96088762507,0.07576388622121297,21077.39974705177,0.0,7.0427988140915705,92.95720118590845,7.0427988140915705,92.95720118590845,A
3,151.840490797546,395.1515151515152,179.20342053668438,142.99339534087267,360.87239973277104,1.0,1.0,140.00000000000003,254.4423095495104,130.29027421705564,104148.06364036468,1.9528879732467603,0.23025558369790466,0.0,0.0,0.0,,0.0,,,,,,N
4,62.666821399559005,957.4444444444446,51.76645083544714,20.78204149687683,29.98083679140135,0.41379310344827586,0.10344827586206896,45.0,20.973468445866455,69.3328340785098,4568.34698174753,0.3025041270073702,0.13931457230426303,0.0,1105.7177938758969,130.80501433097376,8.453175893380642,1236.5228082068706,0.0,89.42154455519835,10.578455444801632,89.42154455519835,10.578455444801632,N
5,99.6893151425098,601.869918699187,111.576650480796,99.0560922240727,150.86039526283517,0.8378378378378378,0.6216216216216216,73.33333333333337,106.52363645201376,113.60246050392595,38017.50347077564,0.937687757637366,0.1621928472954343,0.0,1174.3836573376568,1574.7954187680511,0.7457372832951007,2749.179076105708,0.0,42.71761223358375,57.282387766416235,42.71761223358375,57.282387766416235,A
6,191.99298655756863,312.5114155251142,154.5364559964362,130.3029617884089,225.45763411591275,0.9545454545454546,0.9090909090909091,113.33333333333337,159.4197059290547,143.36767994883945,71803.08991087407,1.1119640492609169,0.26336581511719775,0.0,380.42547011820244,3277.852533843975,0.1160593608743201,3658.2780039621775,0.0,10.39903117549225,89.60096882450775,10.39903117549225,89.60096882450775,N
7,67.25829051844931,892.0833333333334,35.38233630248605,24.064410427665266,26.814108520900138,0.06451612903225806,0.06451612903225806,1.6666666666666288,18.95982815915586,47.01286284356965,2800.2768354778,0.4032902276605169,0.14017381553125877,0.0,860.088818320933,296.5483468928879,2.9003325337422763,1156.637165213821,0.0,74.36116045622079,25.6388395437792,74.36116045622079,25.6388395437792,N
8,114.3663960465937,524.6296296296297,207.90589896823218,184.76531661061884,249.7242924150997,0.7,0.6,116.66666666666663,173.7341519550936,242.31934851898777,132258.36942101526,0.7169635979005616,0.31783027863121094,0.0,0.0,3528.920332243097,0.0,3528.920332243097,0.0,0.0,100.0,0.0,100.0,N
9,108.21643286573146,554.4444444444445,270.4317535596242,23.094010767585008,540.4936015655813,1.0,1.0,83.33333333333326,375.2202291797111,16.04201325159565,18910.15061119457,23.38984660434619,0.06684045184145444,0.0,233.55510169443573,78.24557147142261,2.98489866330309,311.80067316585837,0.0,74.90525896658315,25.094741033416845,74.90525896658315,25.094741033416845,N
10,63.83733301808724,939.8888888888889,19.6729431290294,15.025960150953745,29.066153337537983,0.6428571428571429,0.0,18.33333333333337,20.532004495829927,18.527688111509455,1195.095069661768,1.10817951879681,0.3193074576030654,0.0,37.44340846327867,249.292378090204,0.15019876961392756,286.7357865534827,0.0,13.058505501996219,86.94149449800378,13.058505501996219,86.94149449800378,N
11,199.91456642460486,300.12820512820514,170.40043529806456,177.4677852874003,317.5519788306463,0.9333333333333333,0.8666666666666667,68.33333333333336,211.327725127129,122.61250817308087,81403.13433239568,1.723541327682629,0.12828736369467608,0.0,0.0,2588.933025130905,0.0,2588.933025130905,0.0,0.0,100.00000000000001,0.0,100.00000000000001,N
12,58.11138014527845,1032.5,8.4339167876469,4.478606703016608,9.514987095307488,0.0,0.0,6.66666666666697,6.671237573385815,9.011500044886237,188.86582007478475,0.7403026732682033,0.2422229142876916,0.0,6.405502799878434,31.629561727053726,0.20251633124589308,38.03506452693216,0.0,16.84104622812662,83.15895377187337,16.84104622812662,83.15895377187337,N
13,188.39848675914246,318.47389558232936,91.02466118435548,84.29032300252652,141.44522280675415,0.9493670886075949,0.7341772151898734,20.000000000000057,99.88513761520983,77.8100944350453,24416.68426851629,1.2837041047237443,0.2272382972276928,0.0,354.2705539163294,1085.6361419321931,0.32632531308860613,1439.9066958485225,0.0,24.603715986441838,75.39628401355816,24.603715986441838,75.39628401355816,A
